long,long,long,long,flags,long,long,long,long,long,long,str,None,None,None,None,None,None,None,str,None,None,None,None,None,None,None,flags,flags,long,None,None,long,float,float,None,
3796,530,3483,1420,0x40004440,0,0,0,0,0,60,"The Warp Fields",,,,,,,,"Искривленные поля",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3797,530,3483,1421,0x40004440,0,0,0,0,491,62,"Fallen Sky Ridge",,,,,,,,"Хребет Падаючого Неба",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3798,530,3483,1422,0x40004440,0,0,0,0,480,62,"Haal'eshi Gorge",,,,,,,,"Ущелина Хаал'еши",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3799,530,3483,1423,0x40004440,0,0,0,0,0,60,"Stonewall Canyon",,,,,,,,"Каньйон Кам'яній Стены",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3800,530,3483,1424,0x40004440,0,0,0,0,0,62,"Thornfang Hill",,,,,,,,"Пагорб Колючого Ікла",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3801,530,3483,1425,0x40004440,0,0,0,0,504,62,"Mag'har Grounds",,,,,,,,"Землі маг'харов",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3802,530,3483,1426,0x40004440,0,0,0,0,0,61,"Void Ridge",,,,,,,,"Пустынный обрыв",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3803,530,3483,1427,0x40004440,0,0,0,0,488,70,"The Abyssal Shelf",,,,,,,,"Косогор Порожнечі",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3804,530,3483,1428,0x40004440,0,0,0,0,0,59,"The Legion Front",,,,,,,,"Передовая Легіону",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3805,568,0,1429,0x0,0,0,394,371,0,0,"Zul'Aman",,,,,,,,"Зул'Аман",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3806,530,3483,1430,0x40004440,0,0,0,278,0,0,"Supply Caravan",,,,,,,,"Караван",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3807,530,3483,1431,0x40204440,0,0,0,278,0,0,"Reaver's Fall",,,,,,,,"Гибель Сквернобота",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3808,530,3483,1432,0x40004440,0,0,0,0,493,0,"Cenarion Post",,,,,,,,"Кенарийская застава",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3809,530,3483,1433,0x40004440,0,0,0,0,502,61,"Southern Rampart",,,,,,,,"Південний бастион",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3810,530,3483,1434,0x40004440,0,0,0,0,501,61,"Northern Rampart",,,,,,,,"Північний бастион",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3811,530,3483,1435,0x40004440,0,0,0,0,501,58,"Gor'gaz Outpost",,,,,,,,"Форт Гор'газ",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3812,530,3483,1436,0x40204440,0,0,0,278,0,0,"Spinebreaker Post",,,,,,,,"Застава Хребтолома",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3813,530,3483,1437,0x40004440,0,0,0,0,0,58,"The Path of Anguish",,,,,,,,"Шлях Страждань",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3814,530,3483,1438,0x40004440,0,0,0,279,0,58,"East Supply Caravan",,,,,,,,"Східний караван",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3815,530,3483,1439,0x40204440,0,0,0,279,0,0,"Expedition Point",,,,,,,,"Табір експедиції",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3816,530,3483,1440,0x40004440,0,0,0,0,0,0,"Zeppelin Crash",,,,,,,,"Место крушения дирижабля",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3817,13,0,1441,0x4440,0,0,0,0,0,0,"Testing",,,,,,,,"Тестування",,,,,,,,0xFF01FE,0x0,0,,,0,-5000.0,0.0,,
3818,530,3521,1442,0x40004440,0,0,0,0,0,63,"Bloodscale Grounds",,,,,,,,"Землі Кривавої Чешуи",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3819,530,3521,1443,0x40004440,0,0,0,0,0,62,"Darkcrest Enclave",,,,,,,,"Анклав Темного Гребня",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3820,566,0,1444,0x4000,0,0,401,243,0,0,"Eye of the Storm",,,,,,,,"Око Бурі",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3821,530,3520,1445,0x40004440,0,0,0,0,0,68,"Warden's Cage",,,,,,,,"Клеть Стражницы",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3822,530,3520,1446,0x40004440,0,0,0,0,507,67,"Eclipse Point",,,,,,,,"Табір Затемнення",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3823,530,3433,1447,0x40000050,0,0,0,0,0,10,"Isle of Tribulations",,,,,,,,"Острів Напастей",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3824,530,3522,1448,0x40004440,0,0,406,0,0,65,"Bloodmaul Ravine",,,,,,,,"Лощина Кривавого Молота",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3825,530,3522,1449,0x40004440,0,0,406,0,0,65,"Dragons' End",,,,,,,,"Драконова Пагуба",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3826,530,3522,1450,0x40004440,0,0,406,0,0,65,"Daggermaw Canyon",,,,,,,,"Каньйон Кинжальной Пащі",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3827,530,3522,1451,0x40004440,0,0,407,312,0,66,"Vekhaar Stand",,,,,,,,"Підлісок Векхаар",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3828,530,3522,1452,0x40004440,0,0,407,312,0,66,"Ruuan Weald",,,,,,,,"Чащоба Рууан",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3829,530,3522,1453,0x40004440,0,0,407,312,480,67,"Veil Ruuan",,,,,,,,"Гніздів'я Рууан",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3830,530,3522,1454,0x40004440,0,0,407,312,0,65,"Raven's Wood",,,,,,,,"Ліс Ворона",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3831,530,3522,1455,0x4000C440,0,0,406,0,488,67,"Death's Door",,,,,,,,"Ворота Смерті",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3832,530,3522,1456,0x40004440,0,0,406,0,0,69,"Vortex Pinnacle",,,,,,,,"Нагір'я Смерчей",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3833,530,3522,1457,0x40004440,0,0,406,0,0,0,"Razor Ridge",,,,,,,,"Островерхий гребень",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3834,530,3522,1458,0x40004440,0,0,406,0,0,69,"Ridge of Madness",,,,,,,,"Хребет Безумия",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3835,530,3483,1459,0x40004440,0,0,0,0,0,62,"Dustquill Ravine",,,,,,,,"Лощина Пилового Пера",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3836,544,0,1460,0x0,0,0,0,0,0,0,"Magtheridon's Lair",,,,,,,,"Лігво Магтерідона",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.75,,
3837,530,3523,1461,0x40004440,0,0,0,337,0,69,"Sunfury Hold",,,,,,,,"Форт Люті Сонця",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3838,530,3483,1462,0x40004440,0,0,0,0,0,60,"Spinebreaker Mountains",,,,,,,,"Гори Хребтолома",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3839,530,3518,1463,0x40004440,0,0,0,0,0,0,"Abandoned Armory",,,,,,,,"Закинута Зброярня",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3840,530,3520,1464,0x40004440,0,0,0,0,0,70,"The Black Temple",,,,,,,,"Чорний Храм",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3841,530,3521,1465,0x40004440,0,0,0,0,0,61,"Darkcrest Shore",,,,,,,,"Побережжя Темного Гребня",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3842,530,3523,1466,0x40005440,0,0,0,0,0,70,"Tempest Keep",,,,,,,,"Фортеця Бурі",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3844,530,3522,1468,0x40204440,0,0,407,312,510,65,"Mok'Nathal Village",,,,,,,,"Селище Мок'Натал",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3845,550,0,1469,0x1000,0,0,0,0,0,0,"Tempest Keep",,,,,,,,"Фортеця Бурі",,,,,,,,0xFF01FE,0x0,0,,,0,-5000.0,1.0,,
3846,530,3525,1470,0x40000050,0,0,0,0,0,0,"The Arcatraz",,,,,,,,"Аркатрац",,,,,,,,0xFF01FE,0x0,0,,,0,-5000.0,0.0,,
3847,553,0,1471,0x1000,0,0,0,0,0,0,"The Botanica",,,,,,,,"Ботаніка",,,,,,,,0xFF01FE,0x0,0,,,0,-5000.0,1.0,,
3848,552,0,1472,0x1000,0,0,0,0,0,0,"The Arcatraz",,,,,,,,"Аркатрац",,,,,,,,0xFF01FE,0x0,0,,,0,-5000.0,1.0,,
3849,554,0,1473,0x1000,0,0,0,0,0,0,"The Mechanar",,,,,,,,"Механар",,,,,,,,0xFF01FE,0x0,0,,,0,-5000.0,1.0,,
3850,530,3523,1474,0x40004440,0,0,0,0,490,68,"Netherstone",,,,,,,,"Осколки Порожнечі",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3851,530,3523,1475,0x40004440,0,0,423,0,0,0,"Midrealm Post",,,,,,,,"Застава срединных земель",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3852,530,3523,1476,0x40004440,0,0,0,0,0,0,"Tuluman's Landing",,,,,,,,"Табір Тулумана",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3854,530,3523,1477,0x40004440,0,0,0,0,0,0,"Protectorate Watch Post",,,,,,,,"Застава Вартових Протектората",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3855,530,3522,1478,0x400044D0,0,0,406,266,0,0,"Circle of Blood Arena",,,,,,,,"Арена в Кривавому Колі",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3856,530,3433,1479,0x40000050,0,0,0,0,0,10,"Elrendar Crossing",,,,,,,,"Перехрестя Елрендар",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3857,530,3524,1480,0x40000050,0,0,0,0,0,5,"Ammen Ford",,,,,,,,"Переправа Аммен",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3858,530,3519,1481,0x40004440,0,0,0,0,0,63,"Razorthorn Shelf",,,,,,,,"Обрыв Гострого Шипа",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3859,530,3519,1482,0x40004440,0,0,0,0,0,63,"Silmyr Lake",,,,,,,,"Озеро Силмир",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3860,530,3519,1483,0x40004440,0,0,0,0,0,63,"Raastok Glade",,,,,,,,"Прогалина Раасток",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3861,530,3433,1484,0x40000050,0,0,0,0,0,20,"Thalassian Pass",,,,,,,,"Талассийский перевал",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3862,530,3522,1485,0x40004440,0,0,0,0,0,67,"Churning Gulch",,,,,,,,"Беспокойная лощина",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3863,530,3522,1486,0x40004440,0,0,0,0,0,67,"Broken Wilds",,,,,,,,"Скалистые пустоши",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3864,530,3522,1487,0x40004440,0,0,0,0,0,70,"Bash'ir Landing",,,,,,,,"Табір Баш'іра",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3865,530,3522,1488,0x40004440,0,0,0,0,492,70,"Crystal Spine",,,,,,,,"Крисшталеве поле",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3866,530,3522,1489,0x40004440,0,0,0,0,0,66,"Skald",,,,,,,,"Гарь",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3867,530,3522,1490,0x40004440,0,0,0,0,0,66,"Bladed Gulch",,,,,,,,"Лощина Клинков",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3868,530,3523,1491,0x40004440,0,0,0,0,0,67,"Gyro-Plank Bridge",,,,,,,,"Гиро-балочный міст",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3869,566,3820,1492,0x40000000,0,0,0,0,0,0,"Mage Tower",,,,,,,,"Вежа Магів",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3870,566,3820,1493,0x40000000,0,0,0,0,0,0,"Blood Elf Tower",,,,,,,,"Вежа Эльфов Крові",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3871,566,3820,1494,0x40000000,0,0,0,0,0,0,"Draenei Ruins",,,,,,,,"Дренейские руїни",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3872,566,3820,1495,0x40000000,0,0,0,0,0,0,"Fel Reaver Ruins",,,,,,,,"Обломки Сквернобота",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3873,530,3523,1496,0x40004440,0,0,0,0,0,0,"The Proving Grounds",,,,,,,,"Испытательный полигон",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3874,530,3523,1497,0x40004440,0,0,423,335,489,68,"Eco-Dome Farfield",,,,,,,,"Заповедник ""Дальнее полі""",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3875,530,3523,1498,0x40004440,0,0,423,335,489,68,"Eco-Dome Skyperch",,,,,,,,"Заповедник ""Высь""",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3876,530,3523,1499,0x40004440,0,0,423,335,489,68,"Eco-Dome Sutheron",,,,,,,,"Заповедник ""Сатерон""",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3877,530,3523,1500,0x40004440,0,0,423,335,489,68,"Eco-Dome Midrealm",,,,,,,,"Заповедник ""Срединные землі""",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3878,530,3523,1501,0x40004440,0,0,0,0,0,69,"Ethereum Staging Grounds",,,,,,,,"Испытательный полигон Эфириума",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3879,530,3523,1502,0x40004440,0,0,0,0,0,69,"Chapel Yard",,,,,,,,"Церковный двір",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3880,530,3523,1503,0x40004440,0,0,0,0,0,69,"Access Shaft Zeon",,,,,,,,"Вхід в шахту Зеон",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3881,530,3523,1504,0x40004440,0,0,0,0,0,69,"Trelleum Mine",,,,,,,,"Копальня Треллеума",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3882,530,3523,1505,0x40004440,0,0,0,0,488,68,"Invasion Point: Destroyer",,,,,,,,"Місце вторгнення: Руйнування",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3883,530,3523,1506,0x40004440,0,0,0,0,0,67,"Camp of Boom",,,,,,,,"Табір Бума",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3884,530,3483,1507,0x40004440,0,0,0,0,0,60,"Spinebreaker Pass",,,,,,,,"Перевал Хребтолома",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3885,530,3519,1508,0x40004440,0,0,0,0,0,65,"Netherweb Ridge",,,,,,,,"Хребет Пустопутов",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3886,530,3519,1509,0x40004440,0,0,0,0,0,65,"Derelict Caravan",,,,,,,,"Брошенный Караван",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3887,530,3519,1510,0x40004440,0,0,0,0,0,65,"Refugee Caravan",,,,,,,,"Караван Беженцев",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3888,530,3519,1511,0x40004440,0,0,402,306,0,65,"Shadow Tomb",,,,,,,,"Гробниця Тіні",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3889,530,3519,1512,0x40004440,0,0,0,0,0,65,"Veil Rhaze",,,,,,,,"Гніздів'я Рейз",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3890,530,3519,1513,0x40004440,0,0,0,0,0,65,"Tomb of Lights",,,,,,,,"Гробниця Світла",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3891,530,3519,1514,0x40004440,0,0,0,0,0,65,"Carrion Hill",,,,,,,,"Пагорб Падальщика",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3892,530,3519,1515,0x40004440,0,0,402,306,0,65,"Writhing Mound",,,,,,,,"Перекопанный курган",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3893,530,3519,1516,0x40004440,0,0,402,0,0,65,"Ring of Observance",,,,,,,,"Коло Спостереження",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3894,530,3519,1517,0x40004440,0,0,402,0,0,65,"Auchenai Grounds",,,,,,,,"Аукенайські землі",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3895,530,3521,1518,0x40004440,0,0,0,0,0,0,"Cenarion Watchpost",,,,,,,,"Кенарийский караульный пост",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3896,530,3703,1591,0x40204C28,0,0,0,0,0,0,"Aldor Rise",,,,,,,,"Возвышенность Алдорів",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3897,530,3703,1592,0x40004C28,0,0,0,0,0,0,"Terrace of Light",,,,,,,,"Тераса Світла",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3898,530,3703,1521,0x40204C28,0,0,0,0,0,0,"Scryer's Tier",,,,,,,,"Ярус Провидцев",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3899,530,3703,1522,0x40004C28,0,0,0,0,0,0,"Lower City",,,,,,,,"Нижнє Місто",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3900,530,3523,1523,0x40004440,0,0,0,0,0,69,"Invasion Point: Overlord",,,,,,,,"Місце вторгнення: Володар",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3901,530,3519,1524,0x40004440,0,0,0,0,0,63,"Allerian Post",,,,,,,,"Застава Аллерії",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3902,530,3519,1525,0x40004440,0,0,0,0,0,63,"Stonebreaker Camp",,,,,,,,"Табір Камнеломов",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3903,530,3522,1526,0x40004440,0,0,0,0,0,67,"Boulder'mok",,,,,,,,"Камен'мок",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3904,530,3522,1527,0x40004440,0,0,0,0,0,0,"Cursed Hollow",,,,,,,,"Окаянная лощина",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3905,530,3521,1528,0x40004440,0,0,0,0,0,63,"Coilfang Reservoir",,,,,,,,"Резервуар Кривого Ікла",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3906,530,3525,1529,0x40000040,0,0,0,0,0,16,"The Bloodwash",,,,,,,,"Кривавий Прибой",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3907,530,3525,1530,0x40000040,0,0,0,0,0,18,"Veridian Point",,,,,,,,"Вершина Веридиан",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3908,530,3525,1531,0x40000040,0,0,0,0,0,13,"Middenvale",,,,,,,,"Прелая долина",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3909,530,3525,1532,0x40000040,0,0,0,0,0,11,"The Lost Fold",,,,,,,,"Затерянная Падь",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3910,530,3525,1533,0x40000040,0,0,0,0,0,13,"Mystwood",,,,,,,,"Таємнича гай",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3911,530,3430,1534,0x40000040,0,0,0,0,0,7,"Tranquil Shore",,,,,,,,"Безмятежный берег",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3912,530,3430,1535,0x40000040,0,0,0,0,0,8,"Goldenbough Pass",,,,,,,,"Тропа Золотой Ветви",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3913,530,3430,1536,0x40000040,0,0,0,0,0,9,"Runestone Falithas",,,,,,,,"Рунічний камінь Фалитас",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3914,530,3430,1537,0x40000040,0,0,0,0,0,9,"Runestone Shan'dor",,,,,,,,"Рунічний камінь Шан'дор",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3915,530,3524,1519,0x40000040,0,0,0,0,0,9,"Fairbridge Strand",,,,,,,,"Берег у Крепкого моста",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3916,530,3524,1520,0x40000040,0,0,0,0,0,6,"Moongraze Woods",,,,,,,,"Ліси Місячного Оленя",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3917,530,0,1538,0x40,0,0,0,0,0,70,"Auchindoun",,,,,,,,"Аукіндон",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3918,530,3522,1539,0x40204440,0,0,0,0,0,65,"Toshley's Station",,,,,,,,"Станція Тошли",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3919,530,3522,1540,0x40004440,0,0,0,0,0,67,"Singing Ridge",,,,,,,,"Звенящий гребень",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3920,530,3483,1467,0x40004440,0,0,0,0,0,58,"Shatter Point",,,,,,,,"Парящая застава",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3921,530,3523,1541,0x40004440,0,0,0,0,0,67,"Arklonis Ridge",,,,,,,,"Хребет Арклонис",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3922,530,3522,1542,0x40004440,0,0,0,0,0,0,"Bladespire Outpost",,,,,,,,"Застава Камнерогов",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3923,565,0,1543,0x0,0,0,0,0,0,0,"Gruul's Lair",,,,,,,,"Логово Груула",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3924,530,3522,1544,0x40004440,0,0,0,0,0,0,"Northmaul Tower",,,,,,,,"Вежа Північного Молота",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3925,530,3522,1545,0x40004440,0,0,0,0,0,0,"Southmaul Tower",,,,,,,,"Вежа Южного Молота",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3926,530,3520,1546,0x40004440,0,0,0,0,0,67,"Shattered Plains",,,,,,,,"Разоренные рівнини",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3927,530,3520,1547,0x40004440,0,0,0,0,0,67,"Oronok's Farm",,,,,,,,"Ферма Оронока",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3928,530,3520,1548,0x40004440,0,0,0,0,0,67,"The Altar of Damnation",,,,,,,,"Вівтар Проклятия",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3929,530,3520,1549,0x40004440,0,0,0,0,0,68,"The Path of Conquest",,,,,,,,"Шлях Завоевания",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3930,530,3520,1550,0x40004440,0,0,0,0,0,69,"Eclipsion Fields",,,,,,,,"Поля Затемнення",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3931,530,3522,1551,0x40004440,0,0,0,0,0,0,"Bladespire Grounds",,,,,,,,"Землі Камнерогов",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3932,530,3520,1552,0x40004440,0,0,0,0,0,67,"Sketh'lon Base Camp",,,,,,,,"Табір Скет'лона",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3933,530,3520,1553,0x40004440,0,0,0,0,0,67,"Sketh'lon Wreckage",,,,,,,,"Развалины Скет'лона",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3934,530,3523,1554,0x40004440,0,0,0,0,0,68,"Town Square",,,,,,,,"Міська площа",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3935,530,3523,1555,0x40004440,0,0,0,0,0,68,"Wizard Row",,,,,,,,"Шлях Волшебника",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3936,530,3520,1556,0x40004440,0,0,0,0,0,67,"Deathforge Tower",,,,,,,,"Вежа Кузницы Смерті",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3937,530,3520,1557,0x40004440,0,0,0,0,0,67,"Slag Watch",,,,,,,,"Вышка на золе",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3938,530,3520,1558,0x40204440,0,0,0,0,0,0,"Sanctum of the Stars",,,,,,,,"Святилище Зірок",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3939,530,3520,1559,0x40004440,0,0,0,0,0,0,"Dragonmaw Fortress",,,,,,,,"Фортеця Драконової Пащі",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3940,530,3520,1560,0x40004440,0,0,0,0,0,67,"The Fetid Pool",,,,,,,,"Зловонный ставок",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3941,530,3520,1561,0x40004440,0,0,0,0,0,0,"Test",,,,,,,,"Тест",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3942,530,3522,1562,0x40004440,0,0,0,0,0,66,"Razaan's Landing",,,,,,,,"Табір Разаана",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3943,530,3520,1563,0x40004440,0,0,0,0,0,68,"Invasion Point: Cataclysm",,,,,,,,"Місце вторгнення: Катаклизм",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3944,530,3520,1564,0x40004440,0,0,0,0,0,0,"The Altar of Shadows",,,,,,,,"Вівтар Тіней",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
3945,530,3520,1565,0x40004440,0,0,0,0,0,0,"Netherwing Pass",,,,,,,,"Перевал Крил Порожнечі",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
