long,long,long,str,
99460,22286,3,"Видение духа предсказателя Печального Путника",
103211,22286,4,"Видением духа предсказателя Печального Путника",
106962,22286,5,"Видение духа предсказателя Печального Путника",
91959,22287,1,"Видения предсказатели Печального Путники",
95710,22287,2,"Видению предсказателе Печального Путнике",
99461,22287,3,"Видение предсказателю Печального Путнику",
103212,22287,4,"Видением предсказателей Печального Путникой",
106963,22287,5,"Видение предсказателе Печального Путнике",
91960,22288,1,"Видения Каганишу",
95711,22288,2,"Видению Каганишу",
99462,22288,3,"Видение Каганишу",
103213,22288,4,"Видением Каганишу",
106964,22288,5,"Видение Каганишу",
91961,22289,1,"Видения магмота-шамана",
95712,22289,2,"Видению магмота-шамана",
99463,22289,3,"Видение магмота-шамана",
103214,22289,4,"Видением магмота-шамана",
106965,22289,5,"Видение магмота-шамана",
91962,22290,1,"Виерона Вогняного Пера",
95713,22290,2,"Виерону Огненному Перу",
99464,22290,3,"Виерона Вогняне Перо",
103215,22290,4,"Виероном Огненным Пером",
106966,22290,5,"Виероне Огненном Пере",
91963,22291,1,"Визгуньи-певчей Бича",
95714,22291,2,"Визгунье-певчей Бича",
99465,22291,3,"Визгунью-певчую Бича",
103216,22291,4,"Визгуньей-певчей Бича",
106967,22291,5,"Визгунье-певчей Бича",
91964,22292,1,"Викса Хромового Запала",
95715,22292,2,"Виксу Хромовому Запалу",
99466,22292,3,"Викса Хромового Запала",
103217,22292,4,"Виксом Хромовым Запалом",
106968,22292,5,"Виксе Хромовом Запале",
91965,22293,1,"Виллзикса",
95716,22293,2,"Виллзиксу",
99467,22293,3,"Виллзикса",
103218,22293,4,"Виллзиксом",
106969,22293,5,"Виллзиксе",
91966,22294,1,"Виллиса Кривоколеса",
95717,22294,2,"Виллису Кривоколесу",
99468,22294,3,"Виллиса Кривоколеса",
103219,22294,4,"Виллисом Кривоколесом",
106970,22294,5,"Виллисе Кривоколесе",
91967,22295,1,"Вильяма Аллертона",
95718,22295,2,"Вильяму Аллертону",
99469,22295,3,"Вильяма Аллертона",
103220,22295,4,"Вильямом Аллертоном",
106971,22295,5,"Вильяме Аллертоне",
91968,22296,1,"Вильямсона",
95719,22296,2,"Вильямсону",
99470,22296,3,"Вильямсона",
103221,22296,4,"Вильямсоном",
106972,22296,5,"Вильямсоне",
91969,22297,1,"Винво Златолюба",
95720,22297,2,"Винво Златолюбу",
99471,22297,3,"Винво Златолюба",
103222,22297,4,"Винво Златолюбом",
106973,22297,5,"Винво Златолюбе",
91970,22298,1,"Виндла Светоискра",
95721,22298,2,"Виндлу Светоискру",
99472,22298,3,"Виндла Светоискра",
103223,22298,4,"Виндлом Светоискром",
106974,22298,5,"Виндле Светоискре",
91971,22299,1,"Винсента Хабера",
95722,22299,2,"Винсенту Хаберу",
99473,22299,3,"Винсента Хабера",
103224,22299,4,"Винсентом Хабером",
106975,22299,5,"Винсенте Хабере",
91972,22300,1,"Вихьи",
95723,22300,2,"Вихье",
99474,22300,3,"Вихью",
103225,22300,4,"Вихьей",
106976,22300,5,"Вихье",
91973,22301,1,"Владека",
95724,22301,2,"Владеку",
99475,22301,3,"Владека",
103226,22301,4,"Владеком",
106977,22301,5,"Владеке",
91974,22302,1,"Властелина Жаху Таланора",
95725,22302,2,"Властелину Жаху Таланору",
99476,22302,3,"Властелина Жаху Таланора",
103227,22302,4,"Властелином Жаху Таланором",
106978,22302,5,"Властелине Жаху Таланоре",
91975,22303,1,"Властителя Агмара",
95726,22303,2,"Властителю Агмару",
99477,22303,3,"Властителя Агмара",
103228,22303,4,"Властителем Агмаром",
106979,22303,5,"Властителе Агмаре",
91976,22304,1,"Властителя Бича",
95727,22304,2,"Властителю Бича",
99478,22304,3,"Властителя Бича",
103229,22304,4,"Властителем Бича",
106980,22304,5,"Властителе Бича",
91977,22305,1,"Властителя Бор'горка",
95728,22305,2,"Властителю Бор'горку",
99479,22305,3,"Властителя Бор'горка",
103230,22305,4,"Властителем Бор'горком",
106981,22305,5,"Властителе Бор'горке",
91978,22306,1,"Властителя Разгора",
95729,22306,2,"Властителю Разгору",
99480,22306,3,"Властителя Разгора",
103231,22306,4,"Властителем Разгором",
106982,22306,5,"Властителе Разгоре",
91979,22307,1,"Властителя Дракуру",
95730,22307,2,"Властителю Дракуру",
99481,22307,3,"Властителя Дракуру",
103232,22307,4,"Властителем Дракуру",
106983,22307,5,"Властителе Дракуру",
91980,22308,1,"Водина Прислужника Троллей",
95731,22308,2,"Водину Прислужнику Троллей",
99482,22308,3,"Водина Прислужника Троллей",
103233,22308,4,"Водином Прислужником Троллей",
106984,22308,5,"Водине Прислужнике Троллей",
91981,22309,1,"Водителя боліда Бий-Молоти",
95732,22309,2,"Водителю боліда Бий Молоти",
99483,22309,3,"Водителя боліда Бий-Молоти",
103234,22309,4,"Водителем боліда Бий-Молоти",
106985,22309,5,"Водителе боліда Бий-Молоти",
91982,22310,1,"Водного Жаху",
95733,22310,2,"Водному Ужасу",
99484,22310,3,"Водного Жаху",
103235,22310,4,"Водным Ужасом",
