long,long,long,long,str,None,None,None,None,None,None,None,str,None,None,None,None,None,None,None,flags,str,None,None,None,None,None,None,None,str,None,None,None,None,None,None,None,flags,long,flags,long,flags,long,str,None,None,None,None,None,None,None,str,None,None,None,None,None,None,None,flags,long,long,
586,-1,-1,0,"Повернуті на базу прапорів в Ущелині Пісні Війни",,,,,,,,"Повернуті на базу прапорів в Ущелині Пісні Війни",,,,,,,,0xFF01FE,"Повернуті на базу прапорів в Ущелині Пісні Війни",,,,,,,,"Повернуті на базу прапорів в Ущелині Пісні Війни",,,,,,,,0xFF01FE,153,0x0,21,0x1,1,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
610,1,1,0,"Смерть вождя",,,,,,,,"Смерть вождя",,,,,,,,0xFF01FE,"Здолайте Тралла.",,,,,,,,"Здолайте Тралла.",,,,,,,,0xFF01FE,95,0xA,21,0x0,3660,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
671,-1,557,0,"Гробниці мани (гер.)",,,,,,,,"Гробниці мани (гер.)",,,,,,,,0xFF01FE,"Здолайте принца Шаффара в героїчному режимі.",,,,,,,,"Здолайте принца Шаффара в героїчному режимі.",,,,,,,,0xFF01FE,14805,0xA,21,0x0,3666,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
688,-1,-1,0,"Зул'Гуруб",,,,,,,,"Зул'Гуруб",,,,,,,,0xFF01FE,"Здолайте Хаккара.",,,,,,,,"Здолайте Хаккара.",,,,,,,,0xFF01FE,14808,0xA,21,0x0,3651,"",,,,,,,,"",,,,,,,,0xFF01EE,1,0,
775,-1,-1,0,"Палаючі Степи",,,,,,,,"Палаючі Степи",,,,,,,,0xFF01FE,"Дослідіть Палаючі Степи, відкривши усі їх області на карті.",,,,,,,,"Дослідіть Палаючі Степи, відкривши усі їх області на карті.",,,,,,,,0xFF01FE,14777,0xA,21,0x0,3552,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
964,-1,-1,0,"Спускаємся?",,,,,,,,"Спускаємся?",,,,,,,,0xFF01FE,"Стрибніть з висоти 65 м, не розбившись насмерть.",,,,,,,,"Стрибніть з висоти 65 м, не розбившись насмерть.",,,,,,,,0xFF01FE,92,0xA,21,0x0,2901,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
970,1,-1,0,"""Цукерка або життя"" в Азероті",,,,,,,,"""Цукерка або життя"" в Азероті",,,,,,,,0xFF01FE,"Виконайте квеста ""Цукерка або життя"" в Калімдорі, Східних королівствах і Позамежжя.",,,,,,,,"Виконайте квеста ""Цукерка або життя"" в Калімдорі, Східних королівствах і Позамежжя.",,,,,,,,0xFF01FE,158,0x14,21,0x0,1743,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
1088,-1,550,0,"Вбивство Кель'таса Сонячного Мандрівника (Фортеця Бурі)",,,,,,,,"Вбивство Кель'таса Сонячного Мандрівника (Фортеця Бурі)",,,,,,,,0xFF01FE,"Вбивство Кель'таса Сонячного Мандрівника (Фортеця Бурі)",,,,,,,,"Вбивство Кель'таса Сонячного Мандрівника (Фортеця Бурі)",,,,,,,,0xFF01FE,14822,0x5,21,0x1,2800,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
1240,-1,575,0,"Вбивство Короля Імірона (Вершина Утгард)",,,,,,,,"Вбивство Короля Імірона (Вершина Утгард)",,,,,,,,0xFF01FE,"Вбивство Короля Імірона (Вершина Утгард)",,,,,,,,"Вбивство Короля Імірона (Вершина Утгард)",,,,,,,,0xFF01FE,14823,0x5,21,0x1,2885,"",,,,,,,,"",,,,,,,,0x7DFF01EE,0,0,
1413,-1,-1,0,"1-й на сервері! Нежить 80 рівня",,,,,,,,"1-й на сервері! Нежить 80 рівня",,,,,,,,0xFF01FE,"Перший нежить на сервері, який досяг 80-го рівня.",,,,,,,,"Перший нежить на сервері, який досяг 80-го рівня.",,,,,,,,0xFF01FE,81,0x0,21,0x100,3292,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
1541,-1,-1,0,"Найвищий рівень вміння в шкуродерстві",,,,,,,,"Найвищий рівень вміння в шкуродерстві",,,,,,,,0xFF01FE,"Найвищий рівень вміння в шкуродерстві",,,,,,,,"Найвищий рівень вміння в шкуродерстві",,,,,,,,0xFF01FE,173,0x0,21,0x1,1,"",,,,,,,,"",,,,,,,,0x7BFF01EC,0,0,
1776,-1,-1,0,"Найчастіше вживана їжа",,,,,,,,"Найчастіше вживана їжа",,,,,,,,0xFF01FE,"Найчастіше вживана їжа",,,,,,,,"Найчастіше вживана їжа",,,,,,,,0xFF01FE,145,0x0,21,0x11,1,"",,,,,,,,"",,,,,,,,0x7BFF01EC,0,347,
1796,-1,-1,1795,"Майстер закусок",,,,,,,,"Майстер закусок",,,,,,,,0xFF01FE,"Вивчіть 50 кулінарних рецептів.",,,,,,,,"Вивчіть 50 кулінарних рецептів.",,,,,,,,0xFF01FE,170,0xA,21,0x0,1788,"",,,,,,,,"",,,,,,,,0x7EFF01EC,0,0,
2037,-1,576,0,"Теорія Хаосу",,,,,,,,"Теорія Хаосу",,,,,,,,0xFF01FE,"Здолайте Аномалуса в Нексусі в героїчному режимі, не знищивши жодного хаотичного розлому.",,,,,,,,"Здолайте Аномалуса в Нексусі в героїчному режимі, не знищивши жодного хаотичного розлому.",,,,,,,,0xFF01FE,14921,0xA,21,0x0,3392,"",,,,,,,,"",,,,,,,,0x7BFF01EC,0,0,
2090,-1,-1,0,"Претендент",,,,,,,,"Претендент",,,,,,,,0xFF01FE,"Отримайте звання Претендента за сезон арени на 80-му рівні.",,,,,,,,"Отримайте звання Претендента за сезон арени на 80-му рівні.",,,,,,,,0xFF01FE,165,0xA,21,0x0,3596,"",,,,,,,,"",,,,,,,,0x7EFF01EC,1,0,
2094,-1,571,0,"Копійка за твої думки",,,,,,,,"Копійка за твої думки",,,,,,,,0xFF01FE,"Виловити мідні монети, перелічені нижче, з фонтану Даларану:",,,,,,,,"Виловити мідні монети, перелічені нижче, з фонтану Даларану:",,,,,,,,0xFF01FE,171,0xA,21,0x0,3451,"",,,,,,,,"",,,,,,,,0xFEFF01EC,0,0,
2186,-1,533,0,"Безсмертний",,,,,,,,"Безсмертний",,,,,,,,0xFF01FE,"Протягом одного збереженого рейду вбийте всіх босів в Наксрамасі в рейді на 25 гравців, не допустивши смерті жодного учасника рейду.",,,,,,,,"Протягом одного збереженого рейду вбийте всіх босів в Наксрамасі в рейді на 25 гравців, не допустивши смерті жодного учасника рейду.",,,,,,,,0xFF01FE,14923,0xA,21,0x0,2143,"Титульна нагорода: Безсмертний",,,,,,,,"Титульна нагорода: Безсмертний",,,,,,,,0xFF01FE,1,0,
2187,-1,533,0,"Невмирущий",,,,,,,,"Невмирущий",,,,,,,,0xFF01FE,"Протягом одного збереженого рейду вбийте всіх босів в Наксрамасі в рейді на 10 гравців, не допустивши смерті жодного учасника рейду.",,,,,,,,"Протягом одного збереженого рейду вбийте всіх босів в Наксрамасі в рейді на 10 гравців, не допустивши смерті жодного учасника рейду.",,,,,,,,0xFF01FE,14922,0xA,21,0x0,2292,"Титульна нагорода: Невмирущий",,,,,,,,"Титульна нагорода: Невмирущий",,,,,,,,0xFF01FE,1,0,
2765,0,-1,2783,"Звеличуваний чемпіон Оргріммару",,,,,,,,"Звеличуваний чемпіон Оргріммару",,,,,,,,0xFF01FE,"Добийтеся звеличення в Оргріммарі і право представляти місто на Срібному турнірі.",,,,,,,,"Добийтеся звеличення в Оргріммарі і право представляти місто на Срібному турнірі.",,,,,,,,0xFF01FE,14941,0xA,21,0x0,3802,"Титульна нагорода: Оргрімарський",,,,,,,,"Титульна нагорода: Оргрімарський",,,,,,,,0xFF01FE,0,0,
2882,-1,603,0,"Вбивство Ауриайи (Ульдуар, 25 гравців)",,,,,,,,"Вбивство Ауриайи (Ульдуар, 25 гравців)",,,,,,,,0xFF01FE,"Вбивство Ауриайи (Ульдуар, 25 гравців)",,,,,,,,"Вбивство Ауриайи (Ульдуар, 25 гравців)",,,,,,,,0xFF01FE,14963,0xA,21,0x1,1700,"",,,,,,,,"",,,,,,,,0x7DFF01EC,0,0,
2933,-1,603,0,"""Послабте хламоботів!"" (10 гравців)",,,,,,,,"""Послабте хламоботів!"" (10 гравців)",,,,,,,,0xFF01FE,"Здолайте 20 хламоботів XS-013 в рейді на 10 гравців за допомогою бумботов XE-321 за 12 секунд.",,,,,,,,"Здолайте 20 хламоботів XS-013 в рейді на 10 гравців за допомогою бумботов XE-321 за 12 секунд.",,,,,,,,0xFF01FE,14961,0xA,21,0x0,2565,"",,,,,,,,"",,,,,,,,0x7BFF01EC,0,0,
2935,-1,603,0,"""Послабте хламоботів!"" (25 гравців)",,,,,,,,"""Послабте хламоботів!"" (25 гравців)",,,,,,,,0xFF01FE,"Здолайте 20 хламоботів XS-013 в рейді на 25 гравців за допомогою бумботов XE-321 за 12 секунд.",,,,,,,,"Здолайте 20 хламоботів XS-013 в рейді на 25 гравців за допомогою бумботов XE-321 за 12 секунд.",,,,,,,,0xFF01FE,14962,0xA,21,0x0,2565,"",,,,,,,,"",,,,,,,,0x7BFF01EC,0,0,
2957,-1,-1,0,"Слава рейдеру Ульдуару (10 гравців)",,,,,,,,"Слава рейдеру Ульдуару (10 гравців)",,,,,,,,0xFF01FE,"Отримайте усі перелічені рейдові досягнення в рейді на 10 гравців:",,,,,,,,"Отримайте усі перелічені рейдові досягнення в рейді на 10 гравців:",,,,,,,,0xFF01FE,168,0x19,21,0x0,3876,"Нагорода: Іржавий протодракон",,,,,,,,"Нагорода: Іржавий протодракон",,,,,,,,0xFF01FE,0,0,
3837,-1,624,0,"Коралон Хранитель Полум'я (25 гравців)",,,,,,,,"Коралон Хранитель Полум'я (25 гравців)",,,,,,,,0xFF01FE,"Перемогти Коралона Хранителя Полум'я в рейді на 25 гравців.",,,,,,,,"Перемогти Коралона Хранителя Полум'я в рейді на 25 гравців.",,,,,,,,0xFF01FE,14901,0xA,21,0x0,2019,"",,,,,,,,"",,,,,,,,0xFF1BFF,0,0,
4032,-1,-1,0,"Вбивство Лорда Джараксуса (Випробування Хрестоносця, 10 гравців)",,,,,,,,"Вбивство Лорда Джараксуса (Випробування Хрестоносця, 10 гравців)",,,,,,,,0xFF01FE,"Вбивство Лорда Джараксуса (Випробування Хрестоносця, 10 гравців)",,,,,,,,"Вбивство Лорда Джараксуса (Випробування Хрестоносця, 10 гравців)",,,,,,,,0xFF01FE,15021,0x0,21,0x1,1,"",,,,,,,,"",,,,,,,,0xFF01EC,0,0,
4456,-1,-1,0,"Випадкові підземелля Lich King (звич.)",,,,,,,,"Випадкові підземелля Lich King (звич.)",,,,,,,,0xFF01FE,"Випадкові підземелля доповнення Lich King, пройдені в звичайному режимі групою, набраною через систему пошуку.",,,,,,,,"Випадкові підземелля доповнення Lich King, пройдені в звичайному режимі групою, набраною через систему пошуку.",,,,,,,,0xFF01FE,14807,0x0,21,0x9,1,"",,,,,,,,"",,,,,,,,0xFF01FC,0,0,
4539,-1,603,0,"З вампірами жити – кровушку пити! (10 гравців)",,,,,,,,"З вампірами жити – кровушку пити! (10 гравців)",,,,,,,,0xFF01FE,"Здолайте Криваву Королеву в рейді на 10 гравців, будучи вампіром, а потім ще раз, не ставши вампіром.",,,,,,,,"Здолайте Криваву Королеву в рейді на 10 гравців, будучи вампіром, а потім ще раз, не ставши вампіром.",,,,,,,,0xFF01FE,15041,0xA,21,0x0,4165,"",,,,,,,,"",,,,,,,,0xFF01EC,0,0,
4618,-1,631,0,"З вампірами жити – кровушку пити! (25 гравців)",,,,,,,,"З вампірами жити – кровушку пити! (25 гравців)",,,,,,,,0xFF01FE,"Здолайте Криваву Королеву в рейді на 25 гравців, будучи вампіром, а потім ще раз, не ставши вампіром.",,,,,,,,"Здолайте Криваву Королеву в рейді на 25 гравців, будучи вампіром, а потім ще раз, не ставши вампіром.",,,,,,,,0xFF01FE,15042,0xA,21,0x0,4165,"",,,,,,,,"",,,,,,,,0xFF01EC,0,0,
